Дата,Пользователь,Страниц,Копий,Принтер,Документ,Компьютер,Формат листа,Драйвер,Высота,Ширина,Двусторонняя печать,Черно-белый,Размер файла
2026-04-01 08:16:50,svetlana.porseva,9,1,HP LaserJet Professional P1102,"шахматки.xlsx",EKA-WS-UXM00023,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,2097kb,
2026-04-01 08:17:03,vera.demyanova,18,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Табличный документ",EKA-WS-UXM00070,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1264kb,
2026-04-01 08:18:09,elena.bazhukova,4,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00322,LETTER,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,430kb,
2026-04-01 08:18:25,natalya.korepina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 01.04.2026",EKA-WS-UXM00899,A4,EMF,,,DUPLEX,GRAYSCALE,17kb,
2026-04-01 08:18:37,mikhail.zheleznov,1,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00076,A4,EMF,,,NOT DUPLEX,GRAYSCALE,76kb,
2026-04-01 08:18:38,pavel.dubchuk,1,1,Kyocera ECOSYS M2040dn KX,"FPT — копия — копия.xlsx",EKA-WS-UXM00591,A4,PCL6,,,DUPLEX,GRAYSCALE,61kb,
2026-04-01 08:18:54,pavel.dubchuk,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"шкода — копия.xlsx",EKA-WS-UXM00591,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,426kb,
2026-04-01 08:19:11,natalya.korepina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 1. Заявление ЗАРАНЕЕ ОТРАБОТАННОЕ",EKA-WS-UXM00899,A4,EMF,,,DUPLEX,GRAYSCALE,63kb,
2026-04-01 08:19:11,pavel.dubchuk,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"FPT — копия — копия.xlsx",EKA-WS-UXM00591,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,426kb,
2026-04-01 08:19:14,am.kuzmin,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"Microsoft Word - ЦЕХ-40 чек-лист 1ст. контроля помесячно",EKA-WS-UXM00655,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,538kb,
2026-04-01 08:19:14,nina.novoselova,1,5,Kyocera ECOSYS M2040dn KX,"Стропаля список.xlsx",EKA-WS-UXM00698,A4,EMF,,,DUPLEX,GRAYSCALE,46kb,
2026-04-01 08:19:20,pavel.dubchuk,1,1,Kyocera ECOSYS M2040dn KX,"FPT — копия — копия.xlsx",EKA-WS-UXM00591,A4,PCL6,,,DUPLEX,GRAYSCALE,61kb,
2026-04-01 08:19:55,nataliya.kolmykova,1,1,HP LaserJet M1530 MFP Series PCL 6 (копия 1),"Microsoft Word - Приложение 2_Форма_вопросы",EKA-WS-HE00014,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,86kb,
2026-04-01 08:20:28,olga.tatsenko,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Табличный документ",EKA-WS-UXM00423,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,205kb,
2026-04-01 08:20:33,marat.usmanov,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00006,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,437kb,
2026-04-01 08:20:35,elena.bakina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявление в ДЗОЛ на время летних каникул на 2026год",EKA-WS-UXM00482,A4,EMF,,,NOT DUPLEX,GRAYSCALE,56kb,
2026-04-01 08:20:38,pavel.dubchuk,1,1,Kyocera ECOSYS M2040dn KX,"FPT — копия — копия.xlsx",EKA-WS-UXM00591,A4,PCL6,,,DUPLEX,GRAYSCALE,62kb,
2026-04-01 08:20:39,sergey.smolin,1,1,Kyocera ECOSYS M2040dn KX,"Копия Синнара АО Уралхиммаш (6)МАРТ  — неофициально.xlsx",EKA-WS-UXM00337,A4,PCL6,,,DUPLEX,GRAYSCALE,113kb,
2026-04-01 08:20:44,aleksey.bukreev,4,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00438,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,162kb,
2026-04-01 08:20:50,elena.bakina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявление в ДЗОЛ на время летних каникул на 2026год",EKA-WS-UXM00482,A4,EMF,,,NOT DUPLEX,GRAYSCALE,56kb,
2026-04-01 08:20:51,pavel.dubchuk,1,1,Kyocera ECOSYS M2040dn KX,"шкода — копия.xlsx",EKA-WS-UXM00591,A4,PCL6,,,DUPLEX,GRAYSCALE,63kb,
2026-04-01 08:20:54,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"БВАИ.725143.101.pdf",EKA-WS-UXM00006,,XPS,356mm,216mm,DUPLEX,GRAYSCALE,260kb,
2026-04-01 08:20:58,nataliya.kolesnikova,1,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00745,A4,EMF,,,NOT DUPLEX,GRAYSCALE,41kb,
2026-04-01 08:20:59,mikhail.zheleznov,1,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00076,A4,EMF,,,NOT DUPLEX,GRAYSCALE,66kb,
2026-04-01 08:21:00,ebykova,1,1,Kyocera ECOSYS M2040dn KX,"обратка март 2026.pdf",EKA-WS-HE00016,A4,PCL6,,,DUPLEX,GRAYSCALE,2099kb,
2026-04-01 08:21:20,viktoriya.troshkova,3,1,Kyocera TASKalfa 2552ci KX,"Приложение к Приказу Порядок организации отдыха детей работников и формы заявлений.pdf",EKA-WS-UXM00263,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1254kb,
2026-04-01 08:21:23,olga.tatsenko,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Табличный документ",EKA-WS-UXM00423,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,205kb,
2026-04-01 08:21:26,nadezhda.petkina,2,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00241,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,143kb,
2026-04-01 08:21:27,lyudmila.mazur,2,1,Kyocera ECOSYS M2040dn v4 KX (PCL6),"Приказ по ОД № 017 ОД от 23.01.2026, О проведении оценки рез.pdf",EKA-WS-UXM00302,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,922kb,
2026-04-01 08:21:28,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"БВАИ.725143.101.pdf",EKA-WS-UXM00006,,XPS,356mm,216mm,DUPLEX,GRAYSCALE,260kb,
2026-04-01 08:21:39,kseniya.remizova,1,1,ECOSYS M2040dn,"KOMPAS - Кронштейн люка.spw",EKA-WS-GHM00005,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,31kb,
2026-04-01 08:21:47,elena.bakina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявление в ДЗОЛ на время летних каникул на 2026год",EKA-WS-UXM00482,A4,EMF,,,NOT DUPLEX,GRAYSCALE,56kb,
2026-04-01 08:21:47,elena.selina,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"УПД_Чк2812_74_27.03.26_МЕТАЛЛОТОРГ АО__.pdf",EKA-WS-UXM00354,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,166kb,
2026-04-01 08:21:56,nadezhda.petkina,2,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00241,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,143kb,
2026-04-01 08:21:58,lyudmila.mazur,2,1,Kyocera ECOSYS M2040dn v4 KX (PCL6),"Microsoft Word - Приложение 1 к Приказу о проведении оценки результативности ПОК (И)",EKA-WS-UXM00302,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,341kb,
2026-04-01 08:22:08,nataliya.kolesnikova,1,1,Kyocera ECOSYS M2040dn KX,"Для ТР370.pdf",EKA-WS-UXM00745,A4,EMF,,,NOT DUPLEX,GRAYSCALE,195kb,
2026-04-01 08:22:17,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"БВАИ.725143.101.pdf",EKA-WS-UXM00006,,XPS,356mm,216mm,DUPLEX,GRAYSCALE,260kb,
2026-04-01 08:22:38,kseniya.remizova,1,1,ECOSYS M2040dn,"KOMPAS - Устройство подъемно-поворотное исп. 1.spw",EKA-WS-GHM00005,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,31kb,
2026-04-01 08:23:03,marina.ardasheva,1,1,HP LaserJet Professional M1214nfh MFP (копия 1),"Microsoft Word - Вынос готовых образцов НАКС 003",EKA-WS-GHM00214,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,64kb,
2026-04-01 08:23:06,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Уралремэлектро_ввоз_оборудования_Уралхиммаш_01042025_3_.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,149kb,
2026-04-01 08:23:07,nataliya.kolesnikova,1,1,Kyocera ECOSYS M2040dn KX,"Scan 2026-03-30 09_36_32.pdf",EKA-WS-UXM00745,A3,EMF,,,NOT DUPLEX,GRAYSCALE,3563kb,
2026-04-01 08:23:10,kseniya.sochneva,1,1,HP LaserJet Professional P1102 (копия 1),"Копия никель-2-2-1проба У7иунл13б.xlsx",EKA-WS-UXM00981,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,51kb,
2026-04-01 08:23:12,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Уралремэлектро_вывоз_оборудования_Уралхиммаш_01042026_2.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,154kb,
2026-04-01 08:23:19,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Уралремэлектро_ввоз_оборудования_Уралхиммаш_01042025_2_.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,157kb,
2026-04-01 08:23:26,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Уралремэлектро_вывоз_оборудования_Уралхиммаш_01042026.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,145kb,
2026-04-01 08:23:28,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"БВАИ.725143.101.pdf",EKA-WS-UXM00006,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,259kb,
2026-04-01 08:23:32,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Уралремэлектро_ввоз_оборудования_Уралхиммаш_01042025_.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,157kb,
2026-04-01 08:23:36,kseniya.remizova,1,1,ECOSYS M2040dn,"KOMPAS - 201-1129.01.00.100 ЗИП - Сепаратор свечной 70СС-1.spw",EKA-WS-GHM00005,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,27kb,
2026-04-01 08:23:38,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"20270 Жутов велосипед.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,2011kb,
2026-04-01 08:23:44,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"20271 Квашнин.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,766kb,
2026-04-01 08:23:50,kseniya.remizova,1,1,ECOSYS M2040dn,"KOMPAS - 201-1129.01.00.200 ЗИП - Сепаратор свечной 70СС-1.spw",EKA-WS-GHM00005,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,29kb,
2026-04-01 08:23:52,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"ООО УралГидро продление пропусков.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,5077kb,
2026-04-01 08:23:58,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Служебка ПЕШЕХОДЫ разовый (11).pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,221kb,
2026-04-01 08:24:04,kseniya.remizova,1,1,ECOSYS M2040dn,"KOMPAS - 201-1129.01.00.300 ЗИП - Сепаратор свечной 70СС-1.spw",EKA-WS-GHM00005,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,28kb,
2026-04-01 08:24:08,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"_Служебка ТМЦ  (95).pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,265kb,
2026-04-01 08:24:08,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"БВАИ.725143.101.pdf",EKA-WS-UXM00006,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,259kb,
2026-04-01 08:24:09,lyudmila.mazur,4,1,Kyocera ECOSYS M2040dn v4 KX (PCL6),"Microsoft Word - Заключение по оценке рез-ти ПОК 2025",EKA-WS-UXM00302,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1021kb,
2026-04-01 08:24:20,marina.ardasheva,1,1,HP LaserJet Professional M1214nfh MFP (копия 1),"Microsoft Word - Вынос готовых образцов НАКС 003",EKA-WS-GHM00214,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,64kb,
2026-04-01 08:24:29,amarkin,1,1,RICOH MP W6700 PS,"KOMPAS - К0764.00.00.000 ТБ2.cdw",EKA-WS-UXM00390,,EMF,841mm,594mm,NOT DUPLEX,GRAYSCALE,863kb,
2026-04-01 08:24:32,aleksandr.belinskiy,1,1,HP LaserJet Professional P1102,"К0704.01.01.102.pdf",EKA-WS-UXM00394,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,73kb,
2026-04-01 08:24:35,ilsur.bekmansurov,1,1,Kyocera ECOSYS M2040,"эскиз доработки перехода к акту о несоотв. № 601-09-208.pdf",EKA-WS-GHM00185,A4,PostScript,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,639kb,
2026-04-01 08:24:35,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"БВАИ.725143.101.pdf",EKA-WS-UXM00006,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,259kb,
2026-04-01 08:24:38,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"doc10301220260401081805.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1318kb,
2026-04-01 08:24:46,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Scan.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,626kb,
2026-04-01 08:24:54,lpopova,1,1,Kyocera ECOSYS M4125idn KX,"KOMPAS - 072-00537 СБ.cdw",EKA-WS-UXM00379,A3,PCL6,,,NOT DUPLEX,GRAYSCALE,86kb,
2026-04-01 08:25:00,irina.kolmakova,2,1,Kyocera ECOSYS M8224cidn KX,"Microsoft Word - Приказ по АХД №  от  О ПК рабочих по профессии Слесарь по сборке металлоконструкций",EKA-WS-UXM00668,A4,EMF,,,NOT DUPLEX,GRAYSCALE,136kb,
2026-04-01 08:25:05,em.kiseleva,3,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - Приходы для Цеха№40. Часть 2",EKA-WS-UXM00535,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,156kb,
2026-04-01 08:25:13,irina.kolmakova,1,1,Kyocera ECOSYS M8224cidn KX,"Microsoft Word - Приказ по АХД №  от  О ПК рабочих по профессии Слесарь по сборке металлоконструкций",EKA-WS-UXM00668,A4,EMF,,,NOT DUPLEX,GRAYSCALE,67kb,
2026-04-01 08:25:15,osokina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Калачев Р.Р_",EKA-WS-UXM00199,A4,EMF,,,DUPLEX,GRAYSCALE,34kb,
2026-04-01 08:25:35,artem.pastukhov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"C:\IPS Vault\46236933\View\zm4v3klk.jeq\K0009_04_02_000_AD oboima bloka Layout1 (1)",EKA-WS-UXM00242,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,76kb,
2026-04-01 08:25:39,elena.bazhukova,2,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00322,LETTER,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,249kb,
2026-04-01 08:25:41,em.kiseleva,3,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - Приходы для Цеха№40. Часть 2",EKA-WS-UXM00535,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,156kb,
2026-04-01 08:26:05,elena.ugrinova,1,1,HP LaserJet MFP M430-431 PCL 6 (V3) (сеть),"Табличный документ",EKA-WS-UXM00853,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,248kb,
2026-04-01 08:26:06,osokina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Угринова Е.В_",EKA-WS-UXM00199,A4,EMF,,,DUPLEX,GRAYSCALE,35kb,
2026-04-01 08:26:28,nadezhda.podobed,1,1,Microsoft Print to PDF,"C:\Users\nadezhda.podobed\Documents\28\2028 180 авто\ресивер.grb",EKA-WS-UXM00951,,XPS,420mm,297mm,NOT DUPLEX,NOT GRAYSCALE,81kb,
2026-04-01 08:26:37,irina.anoshkina,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4),"7458 от 02.12.2025.pdf",EKA-WS-UXM00465,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1801kb,
2026-04-01 08:27:09,irina.anoshkina,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4),"6061.pdf",EKA-WS-UXM00465,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,3388kb,
2026-04-01 08:27:11,nailya.nurutdinova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,217kb,
2026-04-01 08:27:35,v.musikhina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - ИТР - выходные",EKA-WS-UXM00938,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,24kb,
2026-04-01 08:27:49,nadezhda.podobed,1,1,Kyocera ECOSYS M8130cidn KX,"ТС 162т Ресивер Тягач+Гусь+13 линий.pdf",EKA-WS-UXM00951,,EMF,594mm,420mm,DUPLEX,NOT GRAYSCALE,9823kb,
2026-04-01 08:28:30,kseniya.sochneva,1,1,HP LaserJet Professional P1102 (копия 1),"Копия фосфор с контольным опытом 1проба.xlsx",EKA-WS-UXM00981,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,54kb,
2026-04-01 08:28:46,aa.konstantinova,1,1,Kyocera ECOSYS M4125idn KX,"10836",EKA-WS-HE00011,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,13131kb,
2026-04-01 08:28:50,aa.konstantinova,1,1,Kyocera ECOSYS M4125idn KX,"10836",EKA-WS-HE00011,A4,EMF,,,DUPLEX,NOT GRAYSCALE,71381kb,
2026-04-01 08:28:50,osokina,2,1,Kyocera ECOSYS M2040dn KX,"Газпромбанк – система «ГПБ Бизнес-Онлайн»",EKA-WS-UXM00199,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,244kb,
2026-04-01 08:29:01,alena.zimina,1,1,HP LaserJet Professional P1102,"заявка 2087.pdf",EKA-WS-UXM00451,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,931kb,
2026-04-01 08:29:16,em.kiseleva,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Outlook - Заметка",EKA-WS-UXM00535,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,163kb,
2026-04-01 08:29:22,nailya.nurutdinova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,217kb,
2026-04-01 08:29:24,svetlana.bryksina,1,1,HP LaserJet MFP M227-M231,"УПД (статус 1) № 46 от 31 марта 2026 г (2).pdf",EKA-WS-HE00004,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,67kb,
2026-04-01 08:29:30,osokina,4,1,Kyocera ECOSYS M2040dn KX,"Газпромбанк – система «ГПБ Бизнес-Онлайн»",EKA-WS-UXM00199,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,575kb,
2026-04-01 08:29:40,alena.zimina,1,1,HP LaserJet Professional P1102,"заявка 2407.pdf",EKA-WS-UXM00451,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,821kb,
2026-04-01 08:29:44,svetlana.bryksina,1,1,HP LaserJet MFP M227-M231,"УПД (статус 1) № 46 от 31 марта 2026 г (2).pdf",EKA-WS-HE00004,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1030kb,
2026-04-01 08:29:57,elena.ugrinova,1,1,HP LaserJet MFP M430-431 PCL 6 (V3) (сеть),"Табличный документ",EKA-WS-UXM00853,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,248kb,
2026-04-01 08:30:03,elena.tsarkova,1,1,HP LaserJet Professional P1102,"Microsoft Word - Обложка для трудовой",EKA-WS-UXM00054,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,97kb,
2026-04-01 08:30:23,alena.zimina,2,1,HP LaserJet Professional P1102,"00000002407.xls",EKA-WS-UXM00451,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,96kb,
2026-04-01 08:30:53,nadezhda.zaporozhets,1,1,Kyocera TASKalfa 2553ci KX,"ТКП ТМК-00217 от 31.03.2026 (002).pdf",EKA-NB-UXM00484,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,289kb,
2026-04-01 08:30:55,nailya.nurutdinova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,217kb,
2026-04-01 08:31:17,ruslan.baylarov,3,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"doc01443920260331153639.pdf",EKA-WS-UXM00424,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1898kb,
2026-04-01 08:31:23,nadezhda.zaporozhets,1,1,Kyocera TASKalfa 2553ci KX,"#ИЭМ-2600701 от 23.03.2026 (002).pdf",EKA-NB-UXM00484,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,201kb,
2026-04-01 08:31:40,nadezhda.zaporozhets,1,1,Kyocera TASKalfa 2553ci KX,"№ #ИЭМ-2600404 от 23.03.2026.pdf",EKA-NB-UXM00484,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,194kb,
2026-04-01 08:31:48,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Уралремэлектро_вывоз_оборудования_Уралхиммаш_01042026_3.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,155kb,
2026-04-01 08:31:54,lpopova,1,1,Kyocera ECOSYS M4125idn KX,"БВАИ.301116.124 СБ - Полукорпус нижний (Изм.2).pdf",EKA-WS-UXM00379,A3,PCL6,,,NOT DUPLEX,GRAYSCALE,3296kb,
2026-04-01 08:31:54,nailya.nurutdinova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,217kb,
2026-04-01 08:32:17,shamil.shayakhmetov,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Служебная записка № 594028ВП от 29.10.2025, Об изменении окладной части заработной платы  — копия",EKA-WS-UXM00278,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,23kb,
2026-04-01 08:32:23,polina.nikitina,1,1,Kyocera ECOSYS M4125idn KX,"187-ИП.2026 325297.25.66007.pdf",EKA-WS-HE00024,A4,PCL6,,,DUPLEX,GRAYSCALE,101kb,
2026-04-01 08:32:42,elizaveta.vershinina,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"Служебная записка № 591_138ВП от 01.04.2026, О вывозе-ввозе СИ на поверку (штамп).pdf",EKA-WS-UXM00944,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,120kb,
2026-04-01 08:32:55,v.musikhina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - васильев",EKA-WS-UXM00938,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,24kb,
2026-04-01 08:33:09,nailya.nurutdinova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,217kb,
2026-04-01 08:33:15,ilya.kiprich,1,1,HP LaserJet P1505,"№1733.xls",EKA-WS-UXM00976,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,112kb,
2026-04-01 08:33:17,nadezhda.zaporozhets,1,1,Kyocera TASKalfa 2553ci KX,"ТКП исх. № 016-5-26.PDF",EKA-NB-UXM00484,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,407kb,
2026-04-01 08:33:43,viktoriya.troshkova,1,1,Kyocera TASKalfa 2552ci KX,"IMG_0127",EKA-WS-UXM00263,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1565kb,
2026-04-01 08:34:04,nailya.nurutdinova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,217kb,
2026-04-01 08:34:09,svetlana.bryksina,1,1,HP LaserJet MFP M227-M231,"объяснительная_Колмыкова.pdf",EKA-WS-HE00004,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,751kb,
2026-04-01 08:34:20,nadezhda.zaporozhets,1,1,Kyocera TASKalfa 2553ci KX,"КП_ООО_НГСТ_25.03.2026.pdf",EKA-NB-UXM00484,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,260kb,
2026-04-01 08:34:28,galina.ronzhina,1,1,Kyocera ECOSYS P2040dn KX,"Microsoft Word - Еженедельный  отчет  ОТД  по  ГТПП   за  период  с",EKA-WS-UXM00615,A4,EMF,,,NOT DUPLEX,GRAYSCALE,127kb,
2026-04-01 08:34:35,renat.khusainov,1,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00646,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,76kb,
2026-04-01 08:34:36,viktoriya.troshkova,1,1,Kyocera TASKalfa 2552ci KX,"IMG_0127",EKA-WS-UXM00263,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1566kb,
2026-04-01 08:34:42,elena.bazhukova,5,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00322,LETTER,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,525kb,
2026-04-01 08:34:47,osokina,2,1,Kyocera ECOSYS M2040dn KX,"Журнал ордер 2 КВП авто 03.2026г.xlsx",EKA-WS-UXM00199,A4,EMF,,,NOT DUPLEX,GRAYSCALE,198kb,
2026-04-01 08:34:57,nadezhda.zaporozhets,2,1,Kyocera TASKalfa 2553ci KX,"КП_ООО_НГСТ_25.03.2026.pdf",EKA-NB-UXM00484,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,293kb,
